id,username,password,is_banned
903,nguyengiaminh,123456,0
904,tranhoangthaongan,123456,0
905,nguyenngocnhung,123456,0
906,lequanphat,123456,0
907,buibaoson,123456,0
908,huynhquangthang,123456,0
909,phamdungthong,123456,0
910,luongtranquangtri,123456,0
911,vominhtuan,123456,0
912,lehuyvi,123456,0
913,phanminhvien,123456,0
914,phantuongvy,123456,0
915,nguyenhuudat,123456,0
916,tranphanthanhhai,123456,0
917,luthevy,123456,0
918,nguyenminhan,123456,0
919,nguyenquocbao,123456,0
920,vunguyenthaibinh,123456,0
921,damhaidang,123456,0
922,huynhtuandat,123456,0
923,truonggiadat,123456,0
924,hoanhdung,123456,0
925,vohoangbaoduy,123456,0
926,nguyentienhung,123456,0
927,trinhanhkhoa,123456,0
928,doanngocnhukhoi,123456,0
929,vobachkhoi,123456,0
930,phamtrongvinhkhue,123456,0
931,tranhoangkim,123456,0
932,tranngoclam,123456,0
933,lethiphuonglinh,123456,0
934,dangleminh,123456,0
935,nguyenducnam,123456,0
936,doanhuongngan,123456,0
937,luuthihongngoc,123456,0
938,thaiduynguyen,123456,0
939,levuminhnhat,123456,0
940,tranvinhphat,123456,0
941,leminhsi,123456,0
942,lenguyenhongson,123456,0
943,hoangnhuthanh,123456,0
944,nguyennangtien,123456,0
945,nguyenngocuyentrang,123456,0
946,nguyendothanhtruc,123456,0
947,nguyenthanhtrung,123456,0
948,trandaihoangtrung,123456,0
949,nguyentattruong,123456,0
950,phamanhtuan,123456,0
951,nguyenphuongvy,123456,0
952,tranphanphuocan,123456,0
953,phamngocthienan,123456,0
954,ngohuyanh,123456,0
955,nguyenngocphuonganh,123456,0
956,phamngocanh,123456,0
957,letrangiabao,123456,0
958,vohoanggiabao,123456,0
959,nguyenthaibinh,123456,0
960,nguyenvanbinh,123456,0
961,nguyenthuthaochau,123456,0
962,ngophuchien,123456,0
963,buingocchinh,123456,0
964,phamthanhdang,123456,0
965,caonguyentrongdanh,123456,0
966,dinhphatdat,123456,0
967,tacongdien,123456,0
968,ngonhatdu,123456,0
969,lamtriduc,123456,0
970,nguyenhoangduc,123456,0
971,leduydung,123456,0
972,nguyenvanhungdung,123456,0
973,trieuminhdung,123456,0
974,phamanhduy,123456,0
975,tranquangduy,123456,0
976,nguyengiahan,123456,0
977,phambaohan,123456,0
978,phanminhhieu,123456,0
979,tranthaiduchieu,123456,0
980,nguyenthanhhieu,123456,0
981,lenguyenhuyhoang,123456,0
982,tranviethoang,123456,0
983,nguyenhuahung,123456,0
984,nguyenthehung,123456,0
985,vuviethung,123456,0
986,leminhhuy,123456,0
987,nguyenquanghuy,123456,0
988,vogiahuy,123456,0
989,huynhtuankha,123456,0
990,hoanglekhanh,123456,0
991,bachminhkhoi,123456,0
992,duongminhkhoi,123456,0
993,lethanhkhoi,123456,0
994,holambaokhuyen,123456,0
995,ngovananhkiet,123456,0
996,truonghoanglam,123456,0
997,hoangthiquynhlien,123456,0
998,hoangduythanhlong,123456,0
999,lequangtanlong,123456,0
1000,nguyencaothienlong,123456,0
1001,nguyenluongminhlong,123456,0
1002,trinhquochuylong,123456,0
1003,vophanbaluan,123456,0
1004,lekyluong,123456,0
1005,tranhoangminh,123456,0
1006,tranhongminh,123456,0
1007,danghoanmy,123456,0
1008,vohoangnam,123456,0
1009,nguyenkimthitonga,123456,0
1010,nguyenhieunghia,123456,0
1011,hoangvannguyen,123456,0
1012,nguyentrinhan_2,123456,0
1013,caoquangnhat,123456,0
1014,truongminhnhut,123456,0
1015,dovuongphuc,123456,0
1016,tranvanquyphuoc,123456,0
1017,phamhongquan,123456,0
1018,trananhquan,123456,0
1019,phamnhatquang,123456,0
1020,nguyenngocphusy,123456,0
1021,nguyentantai,123456,0
1022,nguyenngocthanhtam,123456,0
1023,huynhhuytan,123456,0
1024,huynhthimythanh,123456,0
1025,nguyendangthi,123456,0
1026,voxuanthien,123456,0
1027,duongquocthien,123456,0
1028,tranminhthien,123456,0
1029,nguyenhoaithuong,123456,0
1030,nguyenthanhtinh,123456,0
1031,lebakhanhtoan,123456,0
1032,nguyentranthientoan,123456,0
1033,tranthetoan,123456,0
1034,truongminhtri,123456,0
1035,phamdoanngoctrinh,123456,0
1036,hinhichtrinh,123456,0
1037,trankhaitruc,123456,0
1038,nguyenquoctrung,123456,0
1039,phanmanhtruong,123456,0
1040,tranthanhtung,123456,0
1041,ngonguyenkiettuong,123456,0
1042,nguyenmanhvu,123456,0
1043,tranxuanson,123456,0
1044,nguyentrungtin,123456,0
1045,phanvietthang,123456,0
1046,daoduyan,123456,0
1047,nguyenhuuhoangan,123456,0
1048,vuongthanhan,123456,0
1049,lehoangthienan,123456,0
1050,doquocanh,123456,0
1051,lehoanganh,123456,0
1052,letamanh,123456,0
1053,maihoanganh,123456,0
1054,nguyennamanh,123456,0
1055,nguyentrunganh,123456,0
1056,trandongba,123456,0
1057,lagiabao,123456,0
1058,lethaiphucbao,123456,0
1059,nguyenhuynhthebao,123456,0
1060,phamchibao,123456,0
1061,tranlequocbao,123456,0
1062,vuonghoangbao,123456,0
1063,phamnguyenthanhbinh,123456,0
1064,nguyenhoangbuu,123456,0
1065,huynhloichuan,123456,0
1066,lamquoccuong,123456,0
1067,nguyennhatcuong,123456,0
1068,kieuhaidang,123456,0
1069,buicongdanh,123456,0
1070,phanconghuudanh,123456,0
1071,danghuynhdao,123456,0
1072,hovandat,123456,0
1073,letandat,123456,0
1074,lethanhdat,123456,0
1075,nguyenducdat,123456,0
1076,nguyentiendat,123456,0
1077,truongdieudat,123456,0
1078,duongthixuandieu,123456,0
1079,nguyenthingocdieu,123456,0
1080,lexuandinh,123456,0
1081,levandong,123456,0
1082,phankhaidong,123456,0
1083,longmydu,123456,0
1084,hongocminhduc,123456,0
1085,leminhduc,123456,0
1086,nguyenbinhduong,123456,0
1087,vuthaiduong,123456,0
1088,dangnguyenduy,123456,0
1089,hovanduy,123456,0
1090,huynhminhduy,123456,0
1091,levuanhduy,123456,0
1092,nguyenbaoduy,123456,0
1093,nguyenhuynhkhanhduy,123456,0
1094,nguyenvietthanhduy,123456,0
1095,phamducduy,123456,0
1096,phantuongduy,123456,0
1097,tranducduy,123456,0
1098,dinhhaigiang,123456,0
1099,huynhhoanggiang,123456,0
1100,phamleha,123456,0
1101,duongxuanhai,123456,0
1102,vutuanhai,123456,0
1103,buinguyennhathao,123456,0
1104,dangkiethao,123456,0
1105,nguyendinhhao,123456,0
1106,tovuthaihao,123456,0
1107,togiahao,123456,0
1108,nguyenhuuhien,123456,0
1109,phanduchien,123456,0
1110,phanthienvinhhien,123456,0
1111,vuquanghiep,123456,0
1112,huynhcaonhathieu,123456,0
1113,laminhhieu,123456,0
1114,nguyenmanhhieu,123456,0
1115,nguyentrunghieu,123456,0
1116,tranminhhieu,123456,0
1117,ngohuyhoang,123456,0
1118,phanhuyhoang,123456,0
1119,vuquanghop,123456,0
1120,hoangvinhbaohuan,123456,0
1121,letienhung,123456,0
1122,trankhachung,123456,0
1123,buivanhung,123456,0
1124,huynhduyhung,123456,0
1125,macvanhung,123456,0
1126,tranhuuhung,123456,0
1127,bienvudanghuy,123456,0
1128,huynhbahuy,123456,0
1129,levuhuy,123456,0
1130,nguyenduchuy,123456,0
1131,nguyentranphihuy,123456,0
1132,trieunguyenminhhuy,123456,0
1133,voquanghuy,123456,0
1134,vuducquanghuy,123456,0
1135,leduykha,123456,0
1136,nguyenminhkha,123456,0
1137,trantuankha,123456,0
1138,dangduykhang,123456,0
1139,duonglexuankhang,123456,0
1140,hongkienkhang,123456,0
1141,huynhnhatkhang,123456,0
1142,nguyentrangiakhang,123456,0
1143,tangtuongkhang,123456,0
1144,dinhtrongkhanh,123456,0
1145,nguyenlequockhanh,123456,0
1146,tranhoangngankhanh,123456,0
1147,trannamkhanh,123456,0
1148,lethanhkhiem,123456,0
1149,hodangkhoa,123456,0
1150,ngodangkhoa,123456,0
1151,nguyenphananhkhoa,123456,0
1152,phamdackhoa,123456,0
1153,phunganhkhoa,123456,0
1154,lenguyenanhkhoi,123456,0
1155,nguyendangkhoi,123456,0
1156,phamminhkhoi,123456,0
1157,vandinhkhoi,123456,0
1158,nguyenvuduykhuong,123456,0
1159,nguyenthanhkien,123456,0
1160,nguyentuankiet,123456,0
1161,nguyenvanlam,123456,0
1162,doannguyenhuonglan,123456,0
1163,nguyennhutlinh,123456,0
1164,tranthithuylinh,123456,0
1165,vuxuanloc,123456,0
1166,phanvanlong,123456,0
1167,dinhhoalu,123456,0
1168,phanducmanh,123456,0
1169,doannhatminh,123456,0
1170,lenhatminh,123456,0
1171,luongkiemminh,123456,0
1172,nguyenbaminh,123456,0
1173,nguyentanminh,123456,0
1174,phamcaominh,123456,0
1175,tranthihueminh,123456,0
1176,buihuynhtrungnam,123456,0
1177,dinhthanhnam,123456,0
1178,nguyenngocphuongnam,123456,0
1179,tranhoangnam,123456,0
1180,trantrongnam,123456,0
1181,ngotrungnghia,123456,0
1182,lethanhngoc,123456,0
1183,nguyenphankhanhnguyen,123456,0
1184,phanngocnguyen,123456,0
1185,hoangthiennhan,123456,0
1186,luudanhnhan,123456,0
1187,lengocminhnhat,123456,0
1188,dominhnhat,123456,0
1189,lehoangnhat,123456,0
1190,truongquangminhnhat,123456,0
1191,duongthiyennhi,123456,0
1192,leyennhi,123456,0
1193,nguyenthanhnhon,123456,0
1194,tranphamminhnhut,123456,0
1195,lamthinhphat,123456,0
1196,ngoquocphat,123456,0
1197,nguyenxuanphat,123456,0
1198,trieunguyenphat,123456,0
1199,latruongphi,123456,0
1200,nguyenquangphu,123456,0
1201,tranbaophu,123456,0
1202,truongthephu,123456,0
1203,huynhtrongphuc,123456,0
1204,langochongphuc,123456,0
1205,lamhoangphuc,123456,0
1206,nguyendinhhongphuc,123456,0
1207,thaitranhongphuc,123456,0
1208,vodinhphuc,123456,0
1209,tranxuanphuoc,123456,0
1210,hothienphuoc,123456,0
1211,lehoangthinhphuoc,123456,0
1212,nguyenngocphuoc,123456,0
1213,nguyentruongphuoc,123456,0
1214,nguyenthinhuphuong,123456,0
1215,luudangquan,123456,0
1216,dangnguyenminhquan,123456,0
1217,nguyenthanhquan,123456,0
1218,phamtienquan,123456,0
1219,phanthienquan,123456,0
1220,tranthaiquan,123456,0
1221,hoangducquang,123456,0
1222,tangthanhquang,123456,0
1223,vovanchanhquang,123456,0
1224,lehoanganhquoc,123456,0
1225,phamnguyenanhquoc,123456,0
1226,volamhaiquoc,123456,0
1227,quachquangquy,123456,0
1228,nguyenlehuusang,123456,0
1229,nguyenson,123456,0
1230,nguyenhoangvinhson,123456,0
1231,nguyenthaison,123456,0
1232,tranthanhson,123456,0
1233,nguyenhoanhoaitam,123456,0
1234,tranhoangthai,123456,0
1235,nguyencaothang,123456,0
1236,dangcongthanh,123456,0
1237,tongtatthanh,123456,0
1238,tranminhthanh,123456,0
1239,huynhthuthao,123456,0
1240,nguyenthanhthao,123456,0
1241,letranthanhthien,123456,0
1242,hoangthien,123456,0
1243,nguyenthanhthien,123456,0
1244,dangtuthieu,123456,0
1245,buiphuthinh,123456,0
1246,luongtruongthinh,123456,0
1247,nguyenducthinh,123456,0
1248,nguyenphuthinh,123456,0
1249,chungthetho,123456,0
1250,nguyenhoangthong,123456,0
1251,nguyenhuuthong,123456,0
1252,nguyenquocthong,123456,0
1253,votranquangthong,123456,0
1254,nguyenthiminhthu,123456,0
1255,nguyenhuyanhthu,123456,0
1256,nguyenquangthuan,123456,0
1257,tranhoangphuongthy,123456,0
1258,trandinhtien,123456,0
1259,lamngoctien,123456,0
1260,nguyenthaitien,123456,0
1261,phamdoantien,123456,0
1262,phamduytien,123456,0
1263,truongminhtien,123456,0
1264,vutranviettien,123456,0
1265,nguyenmactin,123456,0
1266,huynhlaptin,123456,0
1267,nguyentrongtinh,123456,0
1268,machcanhtoan,123456,0
1269,phamquoctoan,123456,0
1270,phanminhtoan,123456,0
1271,truongchitoan,123456,0
1272,nguyenbaotram,123456,0
1273,truongngocminhtram,123456,0
1274,leminhtri,123456,0
1275,letientri,123456,0
1276,nguyendangtri,123456,0
1277,tranhuutri,123456,0
1278,trankhatri,123456,0
1279,nguyenvanminhtriet,123456,0
1280,lequoctrong,123456,0
1281,tranhuutrong,123456,0
1282,dotientrung,123456,0
1283,lequoctrung,123456,0
1284,nguyenhoangtrung,123456,0
1285,trannguyentrung,123456,0
1286,nguyenquangtruong,123456,0
1287,dinhquangtu,123456,0
1288,nguyentranngoctu,123456,0
1289,phamminhtu,123456,0
1290,trananhtu,123456,0
1291,phandinhtuan,123456,0
1292,nguyenanhtuan,123456,0
1293,phungquoctuan,123456,0
1294,nguyenhuynhkhangtuong,123456,0
1295,nguyenvanvutuong,123456,0
1296,ngotruongtuyen,123456,0
1297,dodinhvan,123456,0
1298,lamchivan,123456,0
1299,lenguyentuvan,123456,0
1300,nguyenducviet,123456,0
1301,nguyenmauviet,123456,0
1302,nguyentanviet,123456,0
1303,tranquocviet,123456,0
1304,duongtienvinh,123456,0
1305,nguyenhoangvu,123456,0
1306,nguyenphanvu,123456,0
1307,nguyenthanhvu,123456,0
1308,honguyenlevy,123456,0
1309,phamnguyentuongvy,123456,0
1310,nguyenkhacvy,123456,0
1311,truongbuuy,123456,0
1312,phanvigiai,123456,0
1313,hoanghuugiap,123456,0
1314,trantrunghieu,123456,0
1315,vonhathuy,123456,0
1316,nguyenmaixuanhuyen,123456,0
1317,chungkimkhanh,123456,0
1318,buidangkhoa,123456,0
1319,nguyenvantanphong,123456,0
1320,nguyenphuqui,123456,0
1321,tanggiaquyen,123456,0
1322,tothanhtuan,123456,0
1323,trananhtuc,123456,0
1324,honhatlinh,123456,0
1325,vominhhoang,123456,0
1326,hoanghiep,123456,0
1327,lebaohiep,123456,0
1328,nguyenhoangkhang,123456,0
1329,nguyenvudangkhoa,123456,0
1330,taquangkhoi,123456,0
1331,tranbaoloi,123456,0
1332,nguyenquanglong,123456,0
1333,nguyenducmanh,123456,0
1334,thaivietnhat,123456,0
1335,nguyenphongphu,123456,0
1336,nguyennhamtan,123456,0
1337,totuanan,123456,0
1338,lequocanh,123456,0
1339,luonghoangchau,123456,0
1340,vohuydang,123456,0
1341,vuhoangdat,123456,0
1342,duongtuandung,123456,0
1343,phanminhduy,123456,0
1344,nguyennhathao,123456,0
1345,tukhaihoai,123456,0
1346,leminhhoang,123456,0
1347,phamviethoang,123456,0
1348,truongviethoang,123456,0
1349,leminhhuan,123456,0
1350,vobuiphuhung,123456,0
1351,lenguyenquangminh,123456,0
1352,tranminhnam,123456,0
1353,dinhvotrucngan,123456,0
1354,buitrongnhan,123456,0
1355,huynhmannhu,123456,0
1356,phanhuynhtanphat,123456,0
1357,nguyenhoainamphuong,123456,0
1358,nguyenxuanquang,123456,0
1359,trannguyendangtam,123456,0
1360,lamhientoan,123456,0
1361,trantobangtrinh,123456,0
1362,vanhoangyen,123456,0
1363,truongnhatanh,123456,0
1364,nguyenviethung,123456,0
1365,lequykhoi,123456,0
1366,dinhmyky,123456,0
1367,nguyenhangoclinh,123456,0
1368,luongthientri,123456,0
1369,thaivoductrong,123456,0
1370,tranlacviet,123456,0
1371,levoducanh,123456,0
1372,builegiacat,123456,0
1373,duonghoanghuy,123456,0
1374,hagiakhang,123456,0
1375,truongducthang,123456,0
1376,vohuynh,123456,0
1377,hotrongbao,123456,0
1378,huynhbadongcat,123456,0
1379,lequoccuong,123456,0
1380,quangthecuong,123456,0
1381,caothanhduy,123456,0
1382,dangtruongduy,123456,0
1383,levinhhien,123456,0
1384,nguyennuduyhoai,123456,0
1385,trandaobaohuan,123456,0
1386,phanvinhkhang,123456,0
1387,legiakhanh,123456,0
1388,phamdinhkhoi,123456,0
1389,hoangthiminhkhue,123456,0
1390,hathienloc,123456,0
1391,vuonghuyhoangluong,123456,0
1392,machvinhphat,123456,0
1393,phamtanphat,123456,0
1394,levanhoangphi,123456,0
1395,hovanquan,123456,0
1396,daonhatquang,123456,0
1397,truongkienquoc,123456,0
1398,lephamnhatquynh,123456,0
1399,nguyenhuynhsang,123456,0
1400,nguyenhotruongson,123456,0
1401,nguyenquangtan,123456,0
1402,nguyenngocthach,123456,0
1403,phamquocthieu,123456,0
1404,luulethuan,123456,0
1405,nguyentrongtin,123456,0
1406,tranthithuytram,123456,0
1407,ngominhtuan,123456,0
1408,hoangthanhtung,123456,0
1409,nguyenminhuyen,123456,0
1410,truongthuytuongvy,123456,0
1411,buiduybao,123456,0
1412,daoquangdung,123456,0
1413,nguyendinhquoc,123456,0
1414,nguyenphuvinh,123456,0
1415,phanhanhan,123456,0
1416,tranquangminh,123456,0
1417,tukhanhduy,123456,0
1418,nguyenthimyduyen,123456,0
1419,tranngocthugiang,123456,0
1420,phamquanghuy,123456,0
1421,huynhgiakhiem,123456,0
1422,phamhominhkhue,123456,0
1423,phamvanloc,123456,0
1424,levietluc,123456,0
1425,duongdinhphuc,123456,0
1426,tranminhquan,123456,0
1427,trandaoxuantri,123456,0
1428,trantattri,123456,0
1429,hathithanhtu,123456,0
1430,nguyenvanchinh,123456,0
1431,phamthaiduong,123456,0
1432,nguyentrananhduy,123456,0
1433,nguyenhotrunghieu,123456,0
1434,tranthienkhiem,123456,0
1435,ledakhoa,123456,0
1436,nguyenhuynhman,123456,0
1437,nguyenthienminh,123456,0
1438,nguyencuongnam,123456,0
1439,vuhoainam,123456,0
1440,doanvannghi,123456,0
1441,luuminhnhat,123456,0
1442,nguyenmongthanhnhi,123456,0
1443,ngothihoangoanh,123456,0
1444,nguyenquocphat,123456,0
1445,truongtanphong,123456,0
1446,caominhquang,123456,0
1447,truongkimtan,123456,0
1448,truongdotruongthinh,123456,0
1449,nguyentranminhthu,123456,0
1450,phamngocanhthu,123456,0
1451,truongtranphuctin,123456,0
1452,nguyenminhtriet,123456,0
1453,thieuvinhtrung,123456,0
1454,vochituong,123456,0
1455,nguyenphucuyen,123456,0
1456,haquocanh,123456,0
1457,hoangquocbao,123456,0
1458,huynhminhbao,123456,0
1459,nguyenducbao,123456,0
1460,huynhminhchien,123456,0
1461,khavinhdat,123456,0
1462,daodaihai,123456,0
1463,ngogiahai,123456,0
1464,phungduchai,123456,0
1465,tranminhhiep,123456,0
1466,nguyenthanhhoang,123456,0
1467,vovanhoang,123456,0
1468,huynhmanhhung,123456,0
1469,nguyenmanhhung,123456,0
1470,buigiahuy,123456,0
1471,duongthanhhuy,123456,0
1472,lenguyentruonghuy,123456,0
1473,nguyenphuocgiahuy,123456,0
1474,trandamgiahuy,123456,0
1475,truonggiahuy,123456,0
1476,quachdinhhuythien,123456,0
1477,buiminhkhai,123456,0
1478,nguyenthoaidangkhoa,123456,0
1479,tranngocminhkhoa,123456,0
1480,vodinhkhoi,123456,0
1481,trangialac,123456,0
1482,nguyenxuanhoanglam,123456,0
1483,luuhoangminh,123456,0
1484,nguyenducminh,123456,0
1485,vocongminh,123456,0
1486,lamvinguyen,123456,0
1487,ngovantrungnguyen,123456,0
1488,leminhnhan,123456,0
1489,voduynhan,123456,0
1490,dotranminhnhat,123456,0
1491,lehobaonhat,123456,0
1492,nguyenduynien,123456,0
1493,luuminhphat,123456,0
1494,nguyenkhaiphu,123456,0
1495,phanminhphuc,123456,0
1496,nguyentranmaiphuong,123456,0
1497,nguyennhatquan,123456,0
1498,tranhongquan,123456,0
1499,hominhthanhtai,123456,0
1500,nguyensanhtai,123456,0
1501,levohuynhthanh,123456,0
1502,nguyenlehoangthong,123456,0
1503,lamthixuanthy,123456,0
1504,nguyenngocbaotram,123456,0
1505,nguyenthienhoangtri,123456,0
1506,phamminhtriet,123456,0
1507,lethanhtu,123456,0
1508,letronganhtu,123456,0
1509,nguyenminhtuan,123456,0
1510,nguyenminhvan,123456,0
1511,vuletrongvan,123456,0
1512,tranquangvinh,123456,0
1513,dothuyphuongvy,123456,0
1514,vongockhanhvy,123456,0
1515,nguyentrinhnhuy,123456,0
1516,buingocmyan,123456,0
1517,hoanghuuminhan,123456,0
1518,nguyenducan,123456,0
1519,truongthienan,123456,0
1520,lequockyanh,123456,0
1521,phanhuudoananh,123456,0
1522,duongnguyengiabao,123456,0
1523,huynhquocbao,123456,0
1524,lamquocbao,123456,0
1525,nguyenminhgiabao,123456,0
1526,nguyenphucbao,123456,0
1527,phamnguyengiabao,123456,0
1528,tranlehoangbao,123456,0
1529,tranngogiabao,123456,0
1530,phamthaibinh,123456,0
1531,dangbaochau,123456,0
1532,phamvocuong,123456,0
1533,lehaidang,123456,0
1534,buitiendat,123456,0
1535,nguyentuandat,123456,0
1536,nguyenvandat,123456,0
1537,nguyenvuthanhdat,123456,0
1538,tranquocdat,123456,0
1539,tranhuynhngocdiep,123456,0
1540,dangminhduc,123456,0
1541,huynhminhduc,123456,0
1542,nguyenvietduc,123456,0
1543,buituandung,123456,0
1544,lephiduong,123456,0
1545,phamgiangthaiduong,123456,0
1546,hoquocduy,123456,0
1547,letuanduy,123456,0
1548,phannguyenthanhduy,123456,0
1549,maitrangiahan,123456,0
1550,nguyenthithanhhang,123456,0
1551,phamanhhao,123456,0
1552,lenguyenchihieu,123456,0
1553,letrantrunghieu,123456,0
1554,nguyentanhieu,123456,0
1555,buithithanhhoa,123456,0
1556,nguyensonhoa,123456,0
1557,tranthanhhoa,123456,0
1558,levanhoan,123456,0
1559,nguyenhuyhoan,123456,0
1560,phamhuyhoang,123456,0
1561,phamviethoang_2,123456,0
1562,vuhuyhoang,123456,0
1563,truongquochuan,123456,0
1564,donguyenhung,123456,0
1565,dotunggiahung,123456,0
1566,trannguyenlonghung,123456,0
1567,builequanghuy,123456,0
1568,hahuynhduchuy,123456,0
1569,nguyenhoanggiahuy,123456,0
1570,nguyenquochuy,123456,0
1571,nguyenquocdanghuy,123456,0
1572,trananhhuy,123456,0
1573,tranvinhquochuy,123456,0
1574,truongvinhhuy,123456,0
1575,luonggiahy,123456,0
1576,nguyendangtuankhai,123456,0
1577,huynhtruongminhkhang,123456,0
1578,luchikhang,123456,0
1579,nguyennamkhang,123456,0
1580,truongbaokhang,123456,0
1581,vominhkhang,123456,0
1582,vunhatkhang,123456,0
1583,nguyenphuongkhanh,123456,0
1584,vudinhduykhanh,123456,0
1585,maianhkhiem,123456,0
1586,nguyentrandangkhoa,123456,0
1587,duongminhanhkhoi,123456,0
1588,ledangminhkhoi,123456,0
1589,nguyentruongminhkhoi,123456,0
1590,buidangtuankiet,123456,0
1591,buituankiet,123456,0
1592,nguyenbuihoanglam,123456,0
1593,duongdangthanhlam,123456,0
1594,togialam,123456,0
1595,nguyenhoangthaolinh,123456,0
1596,duphatloc,123456,0
1597,huynhthelong,123456,0
1598,phamthanhlong,123456,0
1599,phanhoanglong,123456,0
1600,nguyentanluc,123456,0
1601,hoangnhatminh,123456,0
1602,phanthanhminh,123456,0
1603,daotrongnam,123456,0
1604,hobanam,123456,0
1605,nguyenthanhnam,123456,0
1606,phanxuannam,123456,0
1607,vothanhnam,123456,0
1608,lethuynga,123456,0
1609,hothithanhngan,123456,0
1610,lethungan,123456,0
1611,ngogiangan,123456,0
1612,tonguyentrucnghi,123456,0
1613,trananhngoc,123456,0
1614,doannguyenphucnguyen,123456,0
1615,hoangphuocnguyen,123456,0
1616,huynhthanhnguyen,123456,0
1617,nguyenvunhamnguyen,123456,0
1618,dotrongnhan,123456,0
1619,nguyenthiennhan,123456,0
1620,hadangnhuan,123456,0
1621,tranthituyetnhung,123456,0
1622,tonphuongoanh,123456,0
1623,tranthinhphat,123456,0
1624,lenguyennhatphu,123456,0
1625,nguyentrieuphu,123456,0
1626,nguyenvanphu,123456,0
1627,tranthithanhphu,123456,0
1628,ledinhphuc,123456,0
1629,nguyenhoangphuc,123456,0
1630,phungnghiaphuc,123456,0
1631,tranhongminhphuc,123456,0
1632,dinhcaohongphuoc,123456,0
1633,nguyennamphuong,123456,0
1634,lamquanganhquan,123456,0
1635,phamdangquan,123456,0
1636,quinguyenphuocdinhquan,123456,0
1637,lenguyenminhquang,123456,0
1638,nguyenngocquang,123456,0
1639,nguyentranminhquang,123456,0
1640,tranhoangminhquang,123456,0
1641,lamquen,123456,0
1642,dinhanhquoc,123456,0
1643,nguyenvukienquoc,123456,0
1644,tranquanganquoc,123456,0
1645,tranthaoquyen,123456,0
1646,nguyennhatquynh,123456,0
1647,phanminhsang,123456,0
1648,nguyenleson,123456,0
1649,duongsong,123456,0
1650,nguyenquocsu,123456,0
1651,vothanhsuong,123456,0
1652,nguyenchitai,123456,0
1653,phamminhtai,123456,0
1654,phantritai,123456,0
1655,trannguyenanhtai,123456,0
1656,phamcaominhtam,123456,0
1657,leduytan,123456,0
1658,trannhattan,123456,0
1659,vonhattan,123456,0
1660,luongvuthai,123456,0
1661,doquocthang,123456,0
1662,ngohuunhatthanh,123456,0
1663,buiquangthanh,123456,0
1664,trinhducthien,123456,0
1665,nguyenduythinh,123456,0
1666,nguyenphatthinh,123456,0
1667,phamhuycuongthinh,123456,0
1668,phamnguyenphuocthinh,123456,0
1669,tranquangthinh,123456,0
1670,truonggiathinh,123456,0
1671,honguyenminhthu,123456,0
1672,vohienhaithuan,123456,0
1673,nguyenchithuan,123456,0
1674,nguyendinhthuan,123456,0
1675,nguyenminhthuan,123456,0
1676,tranquocthuan,123456,0
1677,phanthanhthuy,123456,0
1678,nguyenminhtien,123456,0
1679,trannhattang,123456,0
